Id,SI
16157,90.0
16158,149.0
16159,64.0
16160,112.0
16161,77.0
16162,160.0
16163,102.0
16164,89.0
16165,143.0
16166,106.0
16167,93.0
16168,112.0
16169,72.0
16170,87.0
16171,81.0
16172,140.0
16173,210.0
16174,99.0
16175,102.0
16176,207.0
16177,120.0
16178,112.0
16179,235.0
16180,112.0
16181,107.0
16182,106.0
16183,112.0
16184,294.0
16185,184.0
16186,76.0
16187,201.0
16188,60.0
16189,112.0
16190,526.0
16191,138.0
16192,91.0
16193,69.0
16194,282.0
16195,276.0
16196,76.0
16197,52.0
16198,38.0
16199,381.0
16200,250.0
16201,164.0
16202,60.0
16203,84.0
16204,80.0
16205,241.0
16206,398.0
16207,101.0
16208,130.0
16209,85.0
16210,80.0
16211,322.0
16212,179.0
16213,112.0
16214,48.0
16215,112.0
16216,151.0
16217,109.0
16218,78.0
16219,107.0
16220,280.0
16221,186.0
16222,193.0
16223,121.0
16224,552.0
16225,63.0
16226,67.0
16227,130.0
16228,88.0
16229,62.0
16230,60.0
16231,101.0
16232,172.0
16233,550.0
16234,71.0
16235,321.0
16236,120.0
16237,130.0
16238,87.0
16239,132.0
16240,68.0
16241,381.0
16242,257.0
16243,133.0
16244,96.0
16245,278.0
16246,105.0
16247,129.0
16248,112.0
16249,112.0
16250,79.0
16251,129.0
16252,112.0
16253,101.0
16254,82.0
16255,138.0
16256,291.0
16257,102.0
16258,79.0
16259,138.0
16260,112.0
16261,140.0
16262,124.0
16263,112.0
16264,101.0
16265,121.0
16266,92.0
16267,314.0
16268,91.0
16269,112.0
16270,70.0
16271,109.0
16272,66.0
16273,109.0
16274,202.0
16275,139.0
16276,134.0
16277,69.0
16278,80.0
16279,53.0
16280,310.0
16281,130.0
16282,122.0
16283,175.0
16284,113.0
16285,54.0
16286,71.0
16287,83.0
16288,63.0
16289,104.0
16290,68.0
16291,302.0
16292,346.0
16293,346.0
16294,94.0
16295,122.0
16296,327.0
16297,112.0
16298,80.0
16299,322.0
16300,83.0
16301,124.0
16302,84.0
16303,66.0
16304,160.0
16305,174.0
16306,239.0
16307,113.0
16308,61.0
16309,295.0
16310,98.0
16311,778.0
16312,108.0
16313,112.0
16314,88.0
16315,81.0
16316,413.0
16317,112.0
16318,183.0
16319,55.0
16320,133.0
16321,210.0
16322,112.0
16323,112.0
16324,67.0
16325,42.0
16326,44.0
16327,80.0
16328,239.0
16329,112.0
16330,114.0
16331,112.0
16332,112.0
16333,79.0
16334,38.0
16335,355.0
16336,95.0
16337,329.0
16338,68.0
16339,56.0
16340,81.0
16341,316.0
16342,333.0
16343,111.0
16344,88.0
16345,45.0
16346,112.0
16347,387.0
16348,292.0
16349,98.0
16350,112.0
16351,348.0
16352,101.0
16353,87.0
16354,106.0
16355,45.0
16356,99.0
16357,100.0
16358,30.0
16359,108.0
16360,39.0
16361,70.0
16362,101.0
16363,112.0
16364,89.0
16365,41.0
16366,77.0
16367,100.0
16368,56.0
16369,112.0
16370,114.0
16371,164.0
16372,112.0
16373,35.0
16374,202.0
16375,451.0
16376,302.0
16377,371.0
16378,79.0
16379,123.0
16380,73.0
16381,277.0
16382,397.0
16383,420.0
16384,112.0
16385,311.0
16386,131.0
16387,147.0
16388,145.0
16389,265.0
16390,234.0
16391,132.0
16392,56.0
16393,59.0
16394,42.0
16395,161.0
16396,93.0
16397,81.0
16398,454.0
16399,112.0
16400,90.0
16401,73.0
16402,161.0
16403,79.0
16404,119.0
16405,379.0
16406,456.0
16407,138.0
16408,154.0
16409,69.0
16410,302.0
16411,92.0
16412,161.0
16413,350.0
16414,80.0
16415,388.0
16416,70.0
16417,56.0
16418,93.0
16419,342.0
16420,125.0
16421,61.0
16422,66.0
16423,93.0
16424,254.0
16425,60.0
16426,91.0
16427,325.0
16428,112.0
16429,45.0
16430,112.0
16431,209.0
16432,369.0
16433,66.0
16434,52.0
16435,112.0
16436,147.0
16437,94.0
16438,322.0
16439,53.0
16440,37.0
16441,38.0
16442,85.0
16443,133.0
16444,68.0
16445,154.0
16446,42.0
16447,88.0
16448,93.0
16449,340.0
16450,49.0
16451,78.0
16452,474.0
16453,114.0
16454,48.0
16455,89.0
16456,198.0
16457,209.0
16458,39.0
16459,106.0
16460,81.0
16461,113.0
16462,114.0
16463,64.0
16464,90.0
16465,336.0
16466,99.0
16467,67.0
16468,116.0
16469,277.0
16470,108.0
16471,142.0
16472,480.0
16473,97.0
16474,97.0
16475,55.0
16476,121.0
16477,86.0
16478,152.0
16479,79.0
16480,110.0
16481,243.0
16482,146.0
16483,112.0
16484,149.0
16485,112.0
16486,117.0
16487,86.0
16488,191.0
16489,302.0
16490,105.0
16491,41.0
16492,112.0
16493,112.0
16494,110.0
16495,258.0
16496,226.0
16497,72.0
16498,174.0
16499,194.0
16500,68.0
16501,88.0
16502,85.0
16503,112.0
16504,112.0
16505,120.0
16506,154.0
16507,62.0
16508,60.0
16509,78.0
16510,74.0
16511,104.0
16512,165.0
16513,112.0
16514,389.0
16515,101.0
16516,47.0
16517,112.0
16518,112.0
16519,186.0
16520,66.0
16521,63.0
16522,113.0
16523,112.0
16524,313.0
16525,166.0
16526,166.0
16527,108.0
16528,107.0
16529,157.0
16530,556.0
16531,112.0
16532,343.0
16533,75.0
16534,110.0
16535,89.0
16536,411.0
16537,52.0
16538,102.0
16539,88.0
16540,203.0
16541,69.0
16542,60.0
16543,183.0
16544,234.0
16545,110.0
16546,63.0
16547,81.0
16548,87.0
16549,121.0
16550,294.0
16551,100.0
16552,45.0
16553,133.0
16554,302.0
16555,66.0
16556,78.0
16557,55.0
16558,308.0
16559,77.0
16560,90.0
16561,130.0
16562,210.0
16563,80.0
16564,310.0
16565,379.0
16566,186.0
16567,110.0
16568,62.0
16569,133.0
16570,336.0
16571,148.0
16572,103.0
16573,102.0
16574,231.0
16575,58.0
16576,134.0
16577,377.0
16578,83.0
16579,89.0
16580,69.0
16581,112.0
16582,80.0
16583,588.0
16584,93.0
16585,60.0
16586,138.0
16587,126.0
16588,236.0
16589,113.0
16590,112.0
16591,142.0
16592,95.0
16593,141.0
16594,76.0
16595,161.0
16596,108.0
16597,133.0
16598,135.0
16599,103.0
16600,57.0
16601,113.0
16602,364.0
16603,152.0
16604,48.0
16605,120.0
16606,359.0
16607,92.0
16608,240.0
16609,112.0
16610,319.0
16611,75.0
16612,57.0
16613,81.0
16614,200.0
16615,112.0
16616,58.0
16617,198.0
16618,95.0
16619,124.0
16620,112.0
16621,45.0
16622,82.0
16623,239.0
16624,170.0
16625,107.0
16626,152.0
16627,113.0
16628,240.0
16629,151.0
16630,93.0
16631,104.0
16632,99.0
16633,66.0
16634,140.0
16635,124.0
16636,214.0
16637,140.0
16638,252.0
16639,108.0
16640,95.0
16641,93.0
16642,21.7
16643,55.0
16644,149.0
16645,366.0
16646,244.0
16647,171.0
16648,79.0
16649,74.0
16650,105.0
16651,328.0
16652,217.0
16653,145.0
16654,117.0
16655,289.0
16656,334.0
16657,128.0
16658,112.0
16659,64.0
16660,112.0
16661,140.0
16662,69.0
16663,135.0
16664,82.0
16665,133.0
16666,55.0
16667,112.0
16668,99.0
16669,47.0
16670,375.0
16671,112.0
16672,100.0
16673,107.0
16674,82.0
16675,120.0
16676,149.0
16677,302.0
16678,90.0
16679,359.0
16680,80.0
16681,112.0
16682,138.0
16683,90.0
16684,99.0
16685,305.0
16686,152.0
16687,98.0
16688,81.0
16689,106.0
16690,49.0
16691,57.0
16692,359.0
16693,71.0
16694,126.0
16695,135.0
16696,69.0
16697,95.0
16698,74.0
16699,141.0
16700,91.0
16701,43.0
16702,114.0
16703,67.0
16704,253.0
16705,215.0
16706,101.0
16707,145.0
16708,127.0
16709,75.0
16710,30.0
16711,66.0
16712,140.0
16713,71.0
16714,70.0
16715,94.0
16716,127.0
16717,137.0
16718,147.0
16719,267.0
16720,72.0
16721,111.0
16722,57.0
16723,360.0
16724,55.0
16725,105.0
16726,151.0
16727,337.0
16728,101.0
16729,252.0
16730,149.0
16731,118.0
16732,398.0
16733,104.0
16734,57.0
16735,77.0
16736,197.0
16737,179.0
16738,130.0
16739,118.0
16740,46.0
16741,238.0
16742,96.0
16743,67.0
16744,72.0
16745,240.0
16746,146.0
16747,217.0
16748,37.0
16749,112.0
16750,252.0
16751,105.0
16752,280.0
16753,350.0
16754,71.0
16755,63.0
16756,144.0
16757,103.0
16758,54.0
16759,63.0
16760,86.0
16761,101.0
16762,310.0
16763,87.0
16764,69.0
16765,181.0
16766,78.0
16767,316.0
16768,148.0
16769,399.0
16770,109.0
16771,95.0
16772,123.0
16773,342.0
16774,456.0
16775,112.0
16776,112.0
16777,254.0
16778,112.0
16779,62.0
16780,102.0
16781,88.0
16782,61.0
16783,61.0
16784,377.0
16785,141.0
16786,137.0
16787,204.0
16788,64.0
16789,118.0
16790,88.0
16791,52.0
16792,72.0
16793,154.0
16794,145.0
16795,44.0
16796,116.0
16797,90.0
16798,137.0
16799,51.0
16800,320.0
16801,100.0
16802,74.0
16803,112.0
16804,112.0
16805,87.0
16806,72.0
16807,54.0
16808,241.0
16809,64.0
16810,135.0
16811,285.0
16812,202.0
16813,334.0
16814,112.0
16815,70.0
16816,117.0
16817,97.0
16818,135.0
16819,84.0
16820,331.0
16821,63.0
16822,110.0
16823,80.0
16824,55.0
16825,403.0
16826,340.0
16827,189.0
16828,73.0
16829,122.0
16830,211.0
16831,95.0
16832,54.0
16833,63.0
16834,444.0
16835,94.0
16836,110.0
16837,96.0
16838,106.0
16839,173.0
16840,128.0
16841,54.0
16842,59.0
16843,112.0
16844,131.0
16845,248.0
16846,112.0
16847,141.0
16848,95.0
16849,104.0
16850,174.0
16851,194.0
16852,87.0
16853,363.0
16854,131.0
16855,160.0
16856,126.0
16857,112.0
16858,367.0
16859,365.0
16860,121.0
16861,156.0
16862,70.0
16863,173.0
16864,64.0
16865,71.0
16866,365.0
16867,103.0
16868,172.0
16869,193.0
16870,81.0
16871,216.0
16872,175.0
16873,99.0
16874,275.0
16875,118.0
16876,143.0
16877,120.0
16878,336.0
16879,201.0
16880,58.0
16881,147.0
16882,65.0
16883,284.0
16884,64.0
16885,172.0
16886,90.0
16887,70.0
16888,94.0
16889,149.0
16890,138.0
16891,58.0
16892,300.0
16893,133.0
16894,114.0
16895,112.0
16896,58.0
16897,105.0
16898,164.0
16899,210.0
16900,104.0
16901,183.0
16902,96.0
16903,159.0
16904,164.0
16905,79.0
16906,246.0
16907,126.0
16908,268.0
16909,106.0
16910,64.0
16911,144.0
16912,106.0
16913,74.0
16914,312.0
16915,113.0
16916,100.0
16917,136.0
16918,83.0
16919,81.0
16920,136.0
16921,116.0
16922,105.0
16923,77.0
16924,117.0
16925,693.0
16926,81.0
16927,391.0
16928,144.0
16929,122.0
16930,60.0
16931,58.0
16932,520.0
16933,714.0
16934,52.0
16935,123.0
16936,106.0
16937,264.0
16938,82.0
16939,130.0
16940,138.0
16941,48.0
16942,112.0
16943,397.0
16944,83.0
16945,304.0
16946,172.0
16947,57.0
16948,223.0
16949,66.0
16950,142.0
16951,138.0
16952,73.0
16953,327.0
16954,64.0
16955,207.0
16956,105.0
16957,52.0
16958,208.0
16959,104.0
16960,143.0
16961,191.0
16962,106.0
16963,304.0
16964,126.0
16965,88.0
16966,112.0
16967,385.0
16968,109.0
16969,138.0
16970,96.0
16971,199.0
16972,102.0
16973,344.0
16974,69.0
16975,468.0
16976,100.0
16977,92.0
16978,394.0
16979,112.0
16980,57.0
16981,99.0
16982,117.0
16983,71.0
16984,136.0
16985,103.0
16986,119.0
16987,497.0
16988,129.0
16989,113.0
16990,120.0
16991,77.0
16992,100.0
16993,79.0
16994,158.0
16995,112.0
16996,301.0
16997,105.0
16998,65.0
16999,112.0
17000,137.0
17001,116.0
17002,66.0
17003,145.0
17004,398.0
17005,75.0
17006,140.0
17007,300.0
17008,93.0
17009,995.0
17010,150.0
17011,83.0
17012,181.0
17013,129.0
17014,75.0
17015,63.0
17016,126.0
17017,20.0
17018,112.0
17019,217.0
17020,301.0
17021,51.0
17022,132.0
17023,92.0
17024,122.0
17025,142.0
17026,172.0
17027,54.0
17028,81.0
17029,70.0
17030,54.0
17031,80.0
17032,91.0
17033,56.0
17034,59.0
17035,61.0
17036,203.0
17037,145.0
17038,148.0
17039,112.0
17040,118.0
17041,87.0
17042,250.0
17043,112.0
17044,103.0
17045,311.0
17046,111.0
17047,361.0
17048,131.0
17049,52.0
17050,81.0
17051,103.0
17052,124.0
17053,289.0
17054,113.0
17055,146.0
17056,112.0
17057,155.0
17058,64.0
17059,99.0
17060,117.0
17061,475.0
17062,62.0
17063,444.0
17064,196.0
17065,72.0
17066,192.0
17067,112.0
17068,122.0
17069,165.0
17070,160.0
17071,62.0
17072,143.0
17073,337.0
17074,63.0
17075,112.0
17076,538.0
17077,132.0
17078,112.0
17079,47.0
17080,94.0
17081,158.0
17082,121.0
17083,74.0
17084,142.0
17085,71.0
17086,93.0
17087,43.0
17088,112.0
17089,244.0
17090,212.0
17091,85.0
17092,213.0
17093,486.0
17094,193.0
17095,66.0
17096,112.0
17097,112.0
17098,112.0
17099,221.0
17100,364.0
17101,110.0
17102,60.0
17103,99.0
17104,308.0
17105,83.0
17106,123.0
17107,124.0
17108,335.0
17109,75.0
17110,101.0
17111,128.0
17112,97.0
17113,88.0
17114,154.0
17115,113.0
17116,186.0
17117,19.0
17118,185.0
17119,47.0
17120,207.0
17121,328.0
17122,173.0
17123,84.0
17124,64.0
17125,115.0
17126,113.0
17127,86.0
17128,397.0
17129,105.0
17130,85.0
17131,205.0
17132,141.0
17133,316.0
17134,199.0
17135,83.0
17136,67.0
17137,62.0
17138,81.0
17139,81.0
17140,137.0
17141,308.0
17142,213.0
17143,157.0
17144,303.0
17145,112.0
17146,54.0
17147,148.0
17148,119.0
17149,60.0
17150,360.0
17151,258.0
17152,108.0
17153,384.0
17154,303.0
17155,80.0
17156,73.0
17157,78.0
17158,187.0
17159,94.0
17160,62.0
17161,280.0
17162,118.0
17163,78.0
17164,70.0
17165,56.0
17166,337.0
17167,112.0
17168,228.0
17169,42.0
17170,91.0
17171,89.0
17172,234.0
17173,94.0
17174,123.0
17175,140.0
17176,200.0
17177,67.0
17178,100.0
17179,66.0
17180,299.0
17181,90.0
17182,199.0
17183,177.0
17184,143.0
17185,321.0
17186,285.0
17187,106.0
17188,118.0
17189,114.0
17190,225.0
17191,69.0
17192,395.0
17193,187.0
17194,74.0
17195,112.0
17196,110.0
17197,346.0
17198,112.0
17199,225.0
17200,205.0
17201,222.0
17202,71.0
17203,71.0
17204,182.0
17205,120.0
17206,250.0
17207,112.0
17208,265.0
17209,1119.0
17210,107.0
17211,140.0
17212,158.0
17213,160.0
17214,74.0
17215,107.0
17216,306.0
17217,238.0
17218,91.0
17219,141.0
17220,77.0
17221,112.0
17222,60.0
17223,177.0
17224,126.0
17225,313.0
17226,112.0
17227,71.0
17228,228.0
17229,128.0
17230,158.0
17231,68.0
17232,103.0
17233,74.0
17234,85.0
17235,75.0
17236,105.0
17237,106.0
17238,354.0
17239,340.0
17240,74.0
17241,120.0
17242,344.0
17243,102.0
17244,103.0
17245,46.0
17246,339.0
17247,307.0
17248,127.0
17249,89.0
17250,14.0
17251,104.0
17252,142.0
17253,76.0
17254,101.0
17255,53.0
17256,90.0
17257,302.0
17258,110.0
17259,112.0
17260,107.0
17261,112.0
17262,86.0
17263,297.0
17264,391.0
17265,350.0
17266,59.0
17267,99.0
17268,104.0
17269,210.0
17270,133.0
17271,236.0
17272,112.0
17273,76.0
17274,73.0
17275,55.0
17276,328.0
17277,60.0
17278,95.0
17279,62.0
17280,101.0
17281,93.0
17282,93.0
17283,183.0
17284,336.0
17285,237.0
17286,46.0
17287,126.0
17288,81.0
17289,48.0
17290,112.0
17291,112.0
17292,91.0
17293,38.0
17294,240.0
17295,253.0
17296,66.0
17297,111.0
17298,152.0
17299,109.0
17300,353.0
17301,110.0
17302,360.0
17303,183.0
17304,325.0
17305,359.0
17306,308.0
17307,73.0
17308,523.0
17309,96.0
17310,330.0
17311,112.0
17312,73.0
17313,110.0
17314,210.0
17315,325.0
17316,70.0
17317,297.0
17318,142.0
17319,160.0
17320,81.0
17321,305.0
17322,71.0
17323,104.0
17324,157.0
17325,112.0
17326,217.0
17327,110.0
17328,124.0
17329,175.0
17330,352.0
17331,168.0
17332,101.0
17333,134.0
17334,131.0
17335,126.0
17336,245.0
17337,61.0
17338,61.0
17339,206.0
17340,60.0
17341,66.0
17342,75.0
17343,40.0
17344,102.0
17345,454.0
17346,81.0
17347,279.0
17348,112.0
17349,147.0
17350,119.0
17351,104.0
17352,81.0
17353,112.0
17354,59.0
17355,120.0
17356,83.0
17357,52.0
17358,71.0
17359,116.0
17360,125.0
17361,112.0
17362,165.0
17363,124.0
17364,264.0
17365,114.0
17366,116.0
17367,229.0
17368,87.0
17369,384.0
17370,94.0
17371,209.0
17372,112.0
17373,131.0
17374,94.0
17375,75.0
17376,60.0
17377,67.0
17378,342.0
17379,169.0
17380,112.0
17381,152.0
17382,174.0
17383,146.0
17384,51.0
17385,107.0
17386,119.0
17387,148.0
17388,82.0
17389,82.0
17390,63.0
17391,112.0
17392,364.0
17393,42.0
17394,78.0
17395,299.0
17396,391.0
17397,254.0
17398,110.0
17399,507.0
17400,104.0
17401,82.0
17402,118.0
17403,57.0
17404,136.0
17405,112.0
17406,133.0
17407,330.0
17408,65.0
17409,66.0
17410,152.0
17411,108.0
17412,318.0
17413,156.0
17414,119.0
17415,278.0
17416,92.0
17417,112.0
17418,152.0
17419,107.0
17420,242.0
17421,103.0
17422,309.0
17423,162.0
17424,248.0
17425,147.0
17426,246.0
17427,93.0
17428,166.0
17429,141.0
17430,61.0
17431,120.0
17432,70.0
17433,260.0
17434,310.0
17435,58.0
17436,112.0
17437,62.0
17438,135.0
17439,86.0
17440,125.0
17441,139.0
17442,171.0
17443,210.0
17444,280.0
17445,112.0
17446,66.0
17447,127.0
17448,136.0
17449,119.0
17450,93.0
17451,121.0
17452,47.0
17453,109.0
17454,106.0
17455,348.0
17456,112.0
17457,220.0
17458,112.0
17459,88.0
17460,135.0
17461,112.0
17462,132.0
17463,69.0
17464,490.0
17465,112.0
17466,77.0
17467,231.0
17468,117.0
17469,112.0
17470,177.0
17471,175.0
17472,58.0
17473,112.0
17474,573.0
17475,102.0
17476,77.0
17477,280.0
17478,130.0
17479,307.0
17480,329.0
17481,78.0
17482,287.0
17483,112.0
17484,149.0
17485,112.0
17486,110.0
17487,46.0
17488,33.0
17489,93.0
17490,389.0
17491,148.0
17492,201.0
17493,588.0
17494,82.0
17495,134.0
17496,65.0
17497,112.0
17498,112.0
17499,130.0
17500,99.0
17501,118.0
17502,92.0
17503,215.0
17504,460.0
17505,112.0
17506,99.0
17507,157.0
17508,19.0
17509,101.0
17510,55.0
17511,78.0
17512,112.0
17513,100.0
17514,112.0
17515,100.0
17516,128.0
17517,276.0
17518,125.0
17519,187.0
17520,200.0
17521,104.0
17522,69.0
17523,81.0
17524,112.0
17525,43.0
17526,174.0
17527,73.0
17528,201.0
17529,140.0
17530,111.0
17531,129.0
17532,194.0
17533,95.0
17534,63.0
17535,115.0
17536,66.0
17537,160.0
17538,172.0
17539,42.0
17540,326.0
17541,90.0
17542,112.0
17543,61.0
17544,47.0
17545,210.0
17546,104.0
17547,81.0
17548,110.0
17549,107.0
17550,179.0
17551,322.0
17552,79.0
17553,123.0
17554,67.0
17555,63.0
17556,112.0
17557,67.0
17558,46.0
17559,179.0
17560,83.0
17561,127.0
17562,108.0
17563,167.0
17564,83.0
17565,520.0
17566,55.0
17567,128.0
17568,112.0
17569,94.0
17570,117.0
17571,59.0
17572,114.0
17573,162.0
17574,62.0
17575,310.0
17576,147.0
17577,66.0
17578,144.0
17579,77.0
17580,153.0
17581,121.0
17582,561.0
17583,375.0
17584,123.0
17585,54.0
17586,19.0
17587,57.0
17588,336.0
17589,112.0
17590,130.0
17591,178.0
17592,91.0
17593,117.0
17594,67.0
17595,262.0
17596,108.0
17597,285.0
17598,109.0
17599,75.0
17600,104.0
17601,124.0
17602,83.0
17603,441.0
17604,71.0
17605,86.0
17606,632.0
17607,29.0
17608,225.0
17609,108.0
17610,58.0
17611,92.0
17612,316.0
17613,56.0
17614,142.0
17615,61.0
17616,335.0
17617,56.0
17618,112.0
17619,60.0
17620,64.0
17621,112.0
17622,955.0
17623,112.0
17624,188.0
17625,112.0
17626,112.0
17627,106.0
17628,115.0
17629,83.0
17630,112.0
17631,161.0
17632,465.0
17633,115.0
17634,77.0
17635,308.0
17636,80.0
17637,63.0
17638,80.0
17639,152.0
17640,176.0
17641,137.0
17642,43.0
17643,209.0
17644,104.0
17645,79.0
17646,143.0
17647,186.0
17648,71.0
17649,41.0
17650,71.0
17651,43.0
17652,36.0
17653,68.0
17654,132.0
17655,212.0
17656,94.0
17657,221.0
17658,43.0
17659,133.0
17660,79.0
17661,120.0
17662,327.0
17663,62.0
17664,91.0
17665,128.0
17666,104.0
17667,226.0
17668,85.0
17669,80.0
17670,80.0
17671,83.0
17672,144.0
17673,191.0
17674,148.0
17675,118.0
17676,277.0
17677,308.0
17678,112.0
17679,115.0
17680,105.0
17681,315.0
17682,73.0
17683,111.0
17684,96.0
17685,65.0
17686,103.0
17687,138.0
17688,67.0
17689,38.0
17690,92.0
17691,61.0
17692,139.0
17693,153.0
17694,137.0
17695,51.0
17696,101.0
17697,123.0
17698,107.0
17699,76.0
17700,333.0
17701,80.0
17702,48.0
17703,151.0
17704,56.0
17705,208.0
17706,126.0
17707,158.0
17708,37.0
17709,211.0
17710,363.0
17711,92.0
17712,41.0
17713,149.0
17714,70.0
17715,112.0
17716,104.0
17717,114.0
17718,722.0
17719,82.0
17720,334.0
17721,116.0
17722,150.0
17723,67.0
17724,97.0
17725,59.0
17726,188.0
17727,112.0
17728,130.0
17729,96.0
17730,71.0
17731,126.0
17732,257.0
17733,87.0
17734,101.0
17735,51.0
17736,70.0
17737,96.0
17738,93.0
17739,67.0
17740,104.0
17741,1125.0
17742,157.0
17743,218.0
17744,370.0
17745,62.0
17746,365.0
17747,112.0
17748,112.0
17749,56.0
17750,41.0
17751,106.0
17752,78.0
17753,118.0
17754,310.0
17755,50.0
17756,114.0
17757,35.0
17758,70.0
17759,47.0
17760,236.0
17761,78.0
17762,80.0
17763,65.0
17764,370.0
17765,35.0
17766,212.0
17767,112.0
17768,208.0
17769,298.0
17770,69.0
17771,121.0
17772,110.0
17773,81.0
17774,76.0
17775,133.0
17776,138.0
17777,308.0
17778,117.0
17779,100.0
17780,108.0
17781,123.0
17782,520.0
17783,167.0
17784,146.0
17785,226.0
17786,118.0
17787,131.0
17788,109.0
17789,112.0
17790,137.0
17791,121.0
17792,84.0
17793,48.0
17794,112.0
17795,490.0
17796,85.0
17797,112.0
17798,112.0
17799,91.0
17800,60.0
17801,105.0
17802,111.0
17803,81.0
17804,60.0
17805,270.0
17806,60.0
17807,89.0
17808,179.0
17809,53.0
17810,158.0
17811,204.0
17812,164.0
17813,35.0
17814,371.0
17815,247.0
17816,152.0
17817,83.0
17818,71.0
17819,112.0
17820,299.0
17821,112.0
17822,77.0
17823,113.0
17824,70.0
17825,379.0
17826,99.0
17827,132.0
17828,58.0
17829,126.0
17830,154.0
17831,90.0
17832,206.0
17833,110.0
17834,112.0
17835,62.0
17836,321.0
17837,311.0
17838,104.0
17839,172.0
17840,118.0
17841,138.0
17842,156.0
17843,82.0
17844,100.0
17845,228.0
17846,102.0
17847,85.0
17848,222.0
17849,78.0
17850,250.0
17851,126.0
17852,46.0
17853,225.0
17854,107.0
17855,114.0
17856,128.0
17857,67.0
17858,269.0
17859,70.0
17860,95.0
17861,112.0
17862,359.0
17863,57.0
17864,89.0
17865,107.0
17866,403.0
17867,283.0
17868,340.0
17869,67.0
17870,60.0
17871,114.0
17872,174.0
17873,112.0
17874,317.0
17875,98.0
17876,59.0
17877,73.0
17878,119.0
17879,202.0
17880,105.0
17881,68.0
17882,106.0
17883,198.0
17884,112.0
17885,86.0
17886,106.0
17887,57.0
17888,45.0
17889,112.0
17890,147.0
17891,136.0
17892,308.0
17893,101.0
17894,56.0
17895,107.0
17896,74.0
17897,66.0
17898,104.0
17899,823.0
17900,233.0
17901,224.0
17902,121.0
17903,83.0
17904,95.0
17905,87.0
17906,112.0
17907,110.0
17908,249.0
17909,61.0
17910,164.0
17911,112.0
17912,232.0
17913,125.0
17914,66.0
17915,156.0
17916,72.0
17917,64.0
17918,89.0
17919,156.0
17920,107.0
17921,112.0
17922,112.0
17923,471.0
17924,101.0
17925,122.0
17926,46.0
17927,55.0
17928,56.0
17929,70.0
17930,58.0
17931,100.0
17932,107.0
17933,146.0
17934,126.0
17935,60.0
17936,362.0
17937,124.0
17938,103.0
17939,113.0
17940,112.0
17941,132.0
17942,114.0
17943,102.0
17944,365.0
17945,76.0
17946,92.0
17947,112.0
17948,208.0
17949,349.0
17950,221.0
17951,107.0
17952,130.0
17953,168.0
17954,44.0
17955,218.0
17956,197.0
17957,323.0
17958,226.0
17959,309.0
17960,42.0
17961,389.0
17962,80.0
17963,69.0
17964,60.0
17965,200.0
17966,132.0
17967,237.0
17968,107.0
17969,78.0
17970,236.0
17971,81.0
17972,331.0
17973,112.0
17974,66.0
17975,48.0
17976,60.0
17977,49.0
17978,112.0
17979,77.0
17980,72.0
17981,256.0
17982,312.0
17983,176.0
17984,100.0
17985,51.0
17986,126.0
17987,108.0
17988,85.0
17989,112.0
17990,80.0
17991,347.0
17992,131.0
17993,54.0
17994,91.0
17995,242.0
17996,75.0
17997,167.0
